durasi_manhour,id_work_center,id_proses,id_tipe_proses,id_kapasitas,id_kategori_produk,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
0,1,92,146,112,3,COIL MAKING,SOLDER,SOLDER,2VTB-24 ,CT/VT,,
20,1,93,147,112,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,2VTB-24 ,CT/VT,,
0,1,94,148,112,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,2VTB-24 ,CT/VT,,
0,1,95,149,112,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,2VTB-24 ,CT/VT,,
0,1,96,150,112,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,2VTB-24 ,CT/VT,,
45,2,97,151,112,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,2VTB-24 ,CT/VT,,
0,2,98,152,112,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,2VTB-24 ,CT/VT,,
0,2,99,153,112,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,2VTB-24 ,CT/VT,,
7,2,100,154,112,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,2VTB-24 ,CT/VT,,
15,2,101,155,112,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,2VTB-24 ,CT/VT,,
13,2,102,156,112,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,2VTB-24 ,CT/VT,,
10,2,103,157,112,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,2VTB-24 ,CT/VT,,
30,5,104,158,112,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,2VTB-24 ,CT/VT,,
9,5,105,159,112,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,2VTB-24 ,CT/VT,,
6,5,106,160,112,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,2VTB-24 ,CT/VT,,
48,4,6,161,112,3,QC TEST,QC TESTING,TEST QC,2VTB-24 ,CT/VT,,
0,1,85,139,112,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,2VTB-24 ,CT/VT,,
110,1,86,140,112,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,2VTB-24 ,CT/VT,,
0,1,87,141,112,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,2VTB-24 ,CT/VT,,
0,1,88,142,112,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,2VTB-24 ,CT/VT,,
120,1,89,143,112,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,2VTB-24 ,CT/VT,,
0,1,90,144,112,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,2VTB-24 ,CT/VT,,
0,1,91,145,112,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,2VTB-24 ,CT/VT,,
0,1,92,146,112,3,COIL MAKING,SOLDER,SOLDER,2VTB-24 ,CT/VT,,
70,1,93,147,112,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,2VTB-24 ,CT/VT,,
0,1,94,148,112,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,2VTB-24 ,CT/VT,,
0,1,95,149,112,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,2VTB-24 ,CT/VT,,
0,1,96,150,112,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,2VTB-24 ,CT/VT,,
0,2,97,151,112,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,2VTB-24 ,CT/VT,,
0,2,98,152,112,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,2VTB-24 ,CT/VT,,
0,2,99,153,112,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,2VTB-24 ,CT/VT,,
0,2,100,154,112,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,2VTB-24 ,CT/VT,,
0,2,101,155,112,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,2VTB-24 ,CT/VT,,
0,2,102,156,112,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,2VTB-24 ,CT/VT,,
0,2,103,157,112,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,2VTB-24 ,CT/VT,,
0,5,104,158,112,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,2VTB-24 ,CT/VT,,
0,5,105,159,112,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,2VTB-24 ,CT/VT,,
300,5,106,160,112,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,2VTB-24 ,CT/VT,,
48,4,6,161,113,3,QC TEST,QC TESTING,TEST QC,DRY - TYPE,CT/VT,,
0,1,85,139,113,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,DRY - TYPE,CT/VT,,
110,1,86,140,113,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,DRY - TYPE,CT/VT,,
0,1,87,141,113,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,DRY - TYPE,CT/VT,,
0,1,88,142,113,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,DRY - TYPE,CT/VT,,
120,1,89,143,113,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,DRY - TYPE,CT/VT,,
0,1,90,144,113,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,DRY - TYPE,CT/VT,,
0,1,91,145,113,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,DRY - TYPE,CT/VT,,
0,1,92,146,113,3,COIL MAKING,SOLDER,SOLDER,DRY - TYPE,CT/VT,,
70,1,93,147,113,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,DRY - TYPE,CT/VT,,
0,1,94,148,113,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,DRY - TYPE,CT/VT,,
0,1,95,149,113,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,DRY - TYPE,CT/VT,,
0,1,96,150,113,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,DRY - TYPE,CT/VT,,
0,2,97,151,113,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,DRY - TYPE,CT/VT,,
0,2,98,152,113,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,DRY - TYPE,CT/VT,,
0,2,99,153,113,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,DRY - TYPE,CT/VT,,
0,2,100,154,113,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,DRY - TYPE,CT/VT,,
0,2,101,155,113,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,DRY - TYPE,CT/VT,,
0,2,102,156,113,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,DRY - TYPE,CT/VT,,
0,2,103,157,113,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,DRY - TYPE,CT/VT,,
0,5,104,158,113,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,DRY - TYPE,CT/VT,,
0,5,105,159,113,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,DRY - TYPE,CT/VT,,
300,5,106,160,113,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,DRY - TYPE,CT/VT,,
48,4,6,161,113,3,QC TEST,QC TESTING,TEST QC,DRY - TYPE,CT/VT,,
2,1,85,139,114,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,TLC-1A/1B ,CT/VT,,
0,1,86,140,114,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,TLC-1A/1B ,CT/VT,,
5,1,87,141,114,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,TLC-1A/1B ,CT/VT,,
0,1,88,142,114,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,TLC-1A/1B ,CT/VT,,
0,1,89,143,114,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,TLC-1A/1B ,CT/VT,,
20,1,90,144,114,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,TLC-1A/1B ,CT/VT,,
0,1,91,145,114,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,TLC-1A/1B ,CT/VT,,
0,1,92,146,114,3,COIL MAKING,SOLDER,SOLDER,TLC-1A/1B ,CT/VT,,
0,1,93,147,114,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,TLC-1A/1B ,CT/VT,,
0,1,94,148,114,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,TLC-1A/1B ,CT/VT,,
0,1,95,149,114,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,TLC-1A/1B ,CT/VT,,
0,1,96,150,114,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,TLC-1A/1B ,CT/VT,,
0,2,97,151,114,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,TLC-1A/1B ,CT/VT,,
0,2,98,152,114,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,TLC-1A/1B ,CT/VT,,
0,2,99,153,114,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,TLC-1A/1B ,CT/VT,,
0,2,100,154,114,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,TLC-1A/1B ,CT/VT,,
0,2,101,155,114,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,TLC-1A/1B ,CT/VT,,
0,2,102,156,114,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,TLC-1A/1B ,CT/VT,,
0,2,103,157,114,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,TLC-1A/1B ,CT/VT,,
0,5,104,158,114,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,TLC-1A/1B ,CT/VT,,
0,5,105,159,114,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,TLC-1A/1B ,CT/VT,,
0,5,106,160,114,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,TLC-1A/1B ,CT/VT,,
9,4,6,161,114,3,QC TEST,QC TESTING,TEST QC,TLC-1A/1B ,CT/VT,,
10,1,85,139,115,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,RCT - 1D1 / 1D2 ,CT/VT,,
0,1,86,140,115,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,RCT - 1D1 / 1D2 ,CT/VT,,
60,1,87,141,115,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,RCT - 1D1 / 1D2 ,CT/VT,,
0,1,88,142,115,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,RCT - 1D1 / 1D2 ,CT/VT,,
0,1,89,143,115,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,RCT - 1D1 / 1D2 ,CT/VT,,
20,1,90,144,115,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,RCT - 1D1 / 1D2 ,CT/VT,,
0,1,91,145,115,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,RCT - 1D1 / 1D2 ,CT/VT,,
0,1,92,146,115,3,COIL MAKING,SOLDER,SOLDER,RCT - 1D1 / 1D2 ,CT/VT,,
0,1,93,147,115,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,RCT - 1D1 / 1D2 ,CT/VT,,
0,1,94,148,115,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,RCT - 1D1 / 1D2 ,CT/VT,,
0,1,95,149,115,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,RCT - 1D1 / 1D2 ,CT/VT,,
0,1,96,150,115,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,RCT - 1D1 / 1D2 ,CT/VT,,
0,2,97,151,115,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,RCT - 1D1 / 1D2 ,CT/VT,,
0,2,98,152,115,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,RCT - 1D1 / 1D2 ,CT/VT,,
45,2,99,153,115,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,RCT - 1D1 / 1D2 ,CT/VT,,
7,2,100,154,115,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,RCT - 1D1 / 1D2 ,CT/VT,,
15,2,101,155,115,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,RCT - 1D1 / 1D2 ,CT/VT,,
13,2,102,156,115,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,RCT - 1D1 / 1D2 ,CT/VT,,
10,2,103,157,115,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,RCT - 1D1 / 1D2 ,CT/VT,,
39,5,104,158,115,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,RCT - 1D1 / 1D2 ,CT/VT,,
12,5,105,159,115,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,RCT - 1D1 / 1D2 ,CT/VT,,
9,5,106,160,115,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,RCT - 1D1 / 1D2 ,CT/VT,,
30,4,6,161,115,3,QC TEST,QC TESTING,TEST QC,RCT - 1D1 / 1D2 ,CT/VT,,
30,1,85,139,116,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,RCT - 1N1/2 ,CT/VT,,
0,1,86,140,116,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,RCT - 1N1/2 ,CT/VT,,
40,1,87,141,116,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,RCT - 1N1/2 ,CT/VT,,
0,1,88,142,116,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,RCT - 1N1/2 ,CT/VT,,
0,1,89,143,116,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,RCT - 1N1/2 ,CT/VT,,
50,1,90,144,116,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,RCT - 1N1/2 ,CT/VT,,
0,1,91,145,116,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,RCT - 1N1/2 ,CT/VT,,
0,1,92,146,116,3,COIL MAKING,SOLDER,SOLDER,RCT - 1N1/2 ,CT/VT,,
0,1,93,147,116,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,RCT - 1N1/2 ,CT/VT,,
0,1,94,148,116,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,RCT - 1N1/2 ,CT/VT,,
0,1,95,149,116,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,RCT - 1N1/2 ,CT/VT,,
0,1,96,150,116,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,RCT - 1N1/2 ,CT/VT,,
0,2,97,151,116,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,RCT - 1N1/2 ,CT/VT,,
0,2,98,152,116,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,RCT - 1N1/2 ,CT/VT,,
45,2,99,153,116,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,RCT - 1N1/2 ,CT/VT,,
7,2,100,154,116,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,RCT - 1N1/2 ,CT/VT,,
15,2,101,155,116,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,RCT - 1N1/2 ,CT/VT,,
13,2,102,156,116,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,RCT - 1N1/2 ,CT/VT,,
10,2,103,157,116,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,RCT - 1N1/2 ,CT/VT,,
30,5,104,158,116,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,RCT - 1N1/2 ,CT/VT,,
9,5,105,159,116,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,RCT - 1N1/2 ,CT/VT,,
6,5,106,160,116,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,RCT - 1N1/2 ,CT/VT,,
30,4,6,161,116,3,QC TEST,QC TESTING,TEST QC,RCT - 1N1/2 ,CT/VT,,
20,1,85,139,116,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,RCT - 1N1/2 ,CT/VT,,
0,1,86,140,116,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,RCT - 1N1/2 ,CT/VT,,
40,1,87,141,116,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,RCT - 1N1/2 ,CT/VT,,
0,1,88,142,116,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,RCT - 1N1/2 ,CT/VT,,
0,1,89,143,116,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,RCT - 1N1/2 ,CT/VT,,
30,1,90,144,116,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,RCT - 1N1/2 ,CT/VT,,
0,1,91,145,116,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,RCT - 1N1/2 ,CT/VT,,
0,1,92,146,116,3,COIL MAKING,SOLDER,SOLDER,RCT - 1N1/2 ,CT/VT,,
0,1,93,147,116,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,RCT - 1N1/2 ,CT/VT,,
0,1,94,148,116,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,RCT - 1N1/2 ,CT/VT,,
0,1,95,149,116,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,RCT - 1N1/2 ,CT/VT,,
0,1,96,150,116,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,RCT - 1N1/2 ,CT/VT,,
0,2,97,151,116,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,RCT - 1N1/2 ,CT/VT,,
0,2,98,152,116,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,RCT - 1N1/2 ,CT/VT,,
45,2,99,153,116,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,RCT - 1N1/2 ,CT/VT,,
7,2,100,154,116,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,RCT - 1N1/2 ,CT/VT,,
15,2,101,155,116,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,RCT - 1N1/2 ,CT/VT,,
13,2,102,156,116,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,RCT - 1N1/2 ,CT/VT,,
10,2,103,157,116,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,RCT - 1N1/2 ,CT/VT,,
30,5,104,158,116,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,RCT - 1N1/2 ,CT/VT,,
9,5,105,159,116,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,RCT - 1N1/2 ,CT/VT,,
6,5,106,160,116,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,RCT - 1N1/2 ,CT/VT,,
30,4,6,161,116,3,QC TEST,QC TESTING,TEST QC,RCT - 1N1/2 ,CT/VT,,
20,1,85,139,117,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,RCT - 12A ,CT/VT,,
0,1,86,140,117,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,RCT - 12A ,CT/VT,,
30,1,87,141,117,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,RCT - 12A ,CT/VT,,
0,1,88,142,117,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,RCT - 12A ,CT/VT,,
0,1,89,143,117,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,RCT - 12A ,CT/VT,,
40,1,90,144,117,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,RCT - 12A ,CT/VT,,
0,1,91,145,117,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,RCT - 12A ,CT/VT,,
0,1,92,146,117,3,COIL MAKING,SOLDER,SOLDER,RCT - 12A ,CT/VT,,
0,1,93,147,117,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,RCT - 12A ,CT/VT,,
0,1,94,148,117,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,RCT - 12A ,CT/VT,,
0,1,95,149,117,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,RCT - 12A ,CT/VT,,
0,1,96,150,117,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,RCT - 12A ,CT/VT,,
0,2,97,151,117,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,RCT - 12A ,CT/VT,,
0,2,98,152,117,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,RCT - 12A ,CT/VT,,
45,2,99,153,117,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,RCT - 12A ,CT/VT,,
7,2,100,154,117,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,RCT - 12A ,CT/VT,,
15,2,101,155,117,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,RCT - 12A ,CT/VT,,
13,2,102,156,117,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,RCT - 12A ,CT/VT,,
10,2,103,157,117,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,RCT - 12A ,CT/VT,,
30,5,104,158,117,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,RCT - 12A ,CT/VT,,
9,5,105,159,117,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,RCT - 12A ,CT/VT,,
6,5,106,160,117,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,RCT - 12A ,CT/VT,,
30,4,6,161,117,3,QC TEST,QC TESTING,TEST QC,RCT - 12A ,CT/VT,,
20,1,85,139,118,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,RCT - 1L ,CT/VT,,
0,1,86,140,118,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,RCT - 1L ,CT/VT,,
30,1,87,141,118,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,RCT - 1L ,CT/VT,,
0,1,88,142,118,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,RCT - 1L ,CT/VT,,
0,1,89,143,118,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,RCT - 1L ,CT/VT,,
40,1,90,144,118,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,RCT - 1L ,CT/VT,,
0,1,91,145,118,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,RCT - 1L ,CT/VT,,
0,1,92,146,118,3,COIL MAKING,SOLDER,SOLDER,RCT - 1L ,CT/VT,,
0,1,93,147,118,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,RCT - 1L ,CT/VT,,
